zone_id,gid,tract,area,acres,sum_residential_units,sum_job_spaces,population,jobs,ave_lot_sqft,ave_income,hhsize,ave_unit_sqft,sfdu,poor,renters,zone_id
949,148,427100.0,981479.0,22.532,,,0.0,,7.723412632340999,11.060384472475045,1.0986122886681098,7.103938648713564,0.0,0.0,0.0,949
117,642,22803.0,284482.88,6.531,7.351158226430694,6.654152520183219,8.270781013162674,5.634789603169249,7.170320420606633,10.76004951120163,1.3862943611198906,7.061334366910438,0.0,7.217443431696533,6.837332814685591,117
948,149,427200.0,1350872.2,31.012,,,0.0,,7.723412632340999,11.060384472475045,1.0986122886681098,7.103938648713564,0.0,0.0,0.0,948
960,150,427300.0,2008891.2,46.118,,,0.0,,7.723412632340999,11.060384472475045,1.0986122886681098,7.103938648713564,0.0,0.0,0.0,960
961,151,427400.0,1834381.8,42.112,,,0.0,,7.723412632340999,11.060384472475045,1.0986122886681098,7.103938648713564,0.0,0.0,0.0,961
964,152,427500.0,6623640.0,152.058,,,0.0,,7.723412632340999,11.060384472475045,1.0986122886681098,7.103938648713564,0.0,0.0,0.0,964
962,153,427600.0,586052.25,13.454,,,0.0,,7.723412632340999,11.060384472475045,1.0986122886681098,7.103938648713564,0.0,0.0,0.0,962
963,154,427700.0,1013348.94,23.263,,,0.0,,7.723412632340999,11.060384472475045,1.0986122886681098,7.103938648713564,0.0,0.0,0.0,963
959,155,427800.0,842347.4,19.338,,,0.0,,7.723412632340999,11.060384472475045,1.0986122886681098,7.103938648713564,0.0,0.0,0.0,959
956,156,427900.0,885520.94,20.329,,,0.0,,7.723412632340999,11.060384472475045,1.0986122886681098,7.103938648713564,0.0,0.0,0.0,956
18,1389,,433781.16,9.958,7.261225091971921,8.68777949199177,5.54907608489522,7.700747794511798,8.29372572039717,11.072884439922198,0.6931471805599453,6.803505257608338,2.995732273553991,4.07753744390572,4.060443010546419,18
950,158,428100.0,991149.06,22.754,,,0.0,,7.723412632340999,11.060384472475045,1.0986122886681098,7.103938648713564,0.0,0.0,0.0,950
951,159,428200.0,1413000.5,32.438,,,0.0,,7.723412632340999,11.060384472475045,1.0986122886681098,7.103938648713564,0.0,0.0,0.0,951
952,160,428301.0,4354007.0,99.954,,,0.0,,7.723412632340999,11.060384472475045,1.0986122886681098,7.103938648713564,0.0,0.0,0.0,952
953,161,428302.0,2195122.8,50.393,,,0.0,,7.723412632340999,11.060384472475045,1.0986122886681098,7.103938648713564,0.0,0.0,0.0,953
954,162,428400.0,846621.75,19.436,,,0.0,,7.723412632340999,11.060384472475045,1.0986122886681098,7.103938648713564,0.0,0.0,0.0,954
957,163,428500.0,727393.75,16.699,,,0.0,,7.723412632340999,11.060384472475045,1.0986122886681098,7.103938648713564,0.0,0.0,0.0,957
958,164,428600.0,958719.0,22.009,,,0.0,,7.723412632340999,11.060384472475045,1.0986122886681098,7.103938648713564,0.0,0.0,0.0,958
19,1390,,507052.78,11.64,6.591673732008658,9.098179005087852,6.19644412779452,7.983440063006542,8.209689459113136,10.596659732783579,0.6931471805599453,6.90875477931522,2.70805020110221,5.60947179518496,4.976733742420574,19
845,166,430200.0,5222461.5,119.891,,,0.0,,7.723412632340999,11.060384472475045,1.0986122886681098,7.103938648713564,0.0,0.0,0.0,845
848,173,430900.0,1102645.4,25.313,,,0.0,,7.723412632340999,11.060384472475045,1.0986122886681098,7.103938648713564,0.0,0.0,0.0,848
104,620,20300.0,279033.56,6.406,7.524021415206125,7.445417556701687,8.053887083618223,7.106606137727303,6.908171552466246,11.082157933374816,1.0986122886681098,6.988566940484163,0.6931471805599453,6.459904454377535,6.705639094860003,104
850,167,430300.0,2606779.5,59.843,,,0.0,,7.723412632340999,11.060384472475045,1.0986122886681098,7.103938648713564,0.0,0.0,0.0,850
851,168,430400.0,2926137.8,67.175,,,0.0,,7.723412632340999,11.060384472475045,1.0986122886681098,7.103938648713564,0.0,0.0,0.0,851
853,169,430500.0,2708093.2,62.169,,,0.0,,7.723412632340999,11.060384472475045,1.0986122886681098,7.103938648713564,0.0,0.0,0.0,853
867,183,432700.0,815659.6,18.725,,,0.0,,7.723412632340999,11.060384472475045,1.0986122886681098,7.103938648713564,0.0,0.0,0.0,867
852,170,430600.0,2295696.0,52.702,,,0.0,,7.723412632340999,11.060384472475045,1.0986122886681098,7.103938648713564,0.0,0.0,0.0,852
849,171,430700.0,1328631.9,30.501,,,0.0,,7.723412632340999,11.060384472475045,1.0986122886681098,7.103938648713564,0.0,0.0,0.0,849
84,611,16700.0,474332.62,10.889,7.81762544305337,6.068425588244111,8.450198322591959,6.021023349349527,6.9604563084409685,11.142310958047759,1.0986122886681098,7.0653998480636515,0.0,6.678342114654332,7.192182058713246,84
846,172,430800.0,1846656.2,42.393,,,0.0,,7.723412632340999,11.060384472475045,1.0986122886681098,7.103938648713564,0.0,0.0,0.0,846
847,174,431000.0,922930.7,21.188,,,0.0,,7.723412632340999,11.060384472475045,1.0986122886681098,7.103938648713564,0.0,0.0,0.0,847
842,175,431100.0,934079.06,21.444,,,0.0,,7.723412632340999,11.060384472475045,1.0986122886681098,7.103938648713564,0.0,0.0,0.0,842
840,176,431200.0,2034970.8,46.717,,,0.0,,7.723412632340999,11.060384472475045,1.0986122886681098,7.103938648713564,0.0,0.0,0.0,840
20,1391,,397494.94,9.125,7.669028288589683,8.68490859582083,7.696212639346407,7.300472814267799,7.620814240492506,10.110542371500753,0.6931471805599453,6.865586902982245,3.295836866004329,7.080026499922591,6.089044875446846,20
868,177,432100.0,1054176.8,24.201,,,0.0,,7.723412632340999,11.060384472475045,1.0986122886681098,7.103938648713564,0.0,0.0,0.0,868
869,178,432200.0,1015275.06,23.308,,,0.0,,7.723412632340999,11.060384472475045,1.0986122886681098,7.103938648713564,0.0,0.0,0.0,869
870,179,432300.0,1031284.9,23.675,,,0.0,,7.723412632340999,11.060384472475045,1.0986122886681098,7.103938648713564,0.0,0.0,0.0,870
865,185,433000.0,1293522.0,29.695,,,0.0,,7.723412632340999,11.060384472475045,1.0986122886681098,7.103938648713564,0.0,0.0,0.0,865
873,180,432400.0,6150480.5,141.196,,,0.0,,7.723412632340999,11.060384472475045,1.0986122886681098,7.103938648713564,0.0,0.0,0.0,873
872,181,432500.0,2176996.5,49.977,,,0.0,,7.723412632340999,11.060384472475045,1.0986122886681098,7.103938648713564,0.0,0.0,0.0,872
871,182,432600.0,1679793.1,38.563,,,0.0,,7.723412632340999,11.060384472475045,1.0986122886681098,7.103938648713564,0.0,0.0,0.0,871
866,184,432800.0,3466155.2,79.572,,,0.0,,7.723412632340999,11.060384472475045,1.0986122886681098,7.103938648713564,0.0,0.0,0.0,866
827,217,436800.0,1015034.2,23.302,,,0.0,,7.723412632340999,11.060384472475045,1.0986122886681098,7.103938648713564,0.0,0.0,0.0,827
864,186,433101.0,1752243.4,40.226,,,0.0,,7.723412632340999,11.060384472475045,1.0986122886681098,7.103938648713564,0.0,0.0,0.0,864
863,187,433102.0,1442407.5,33.113,,,0.0,,7.723412632340999,11.060384472475045,1.0986122886681098,7.103938648713564,0.0,0.0,0.0,863
862,188,433200.0,3134979.0,71.969,,,0.0,,7.723412632340999,11.060384472475045,1.0986122886681098,7.103938648713564,0.0,0.0,0.0,862
861,189,433300.0,2477745.2,56.881,,,0.0,,7.723412632340999,11.060384472475045,1.0986122886681098,7.103938648713564,0.0,0.0,0.0,861
860,190,433400.0,5356280.5,122.963,,,0.0,,7.723412632340999,11.060384472475045,1.0986122886681098,7.103938648713564,0.0,0.0,0.0,860
859,191,433500.0,1238092.5,28.423,,,0.0,,7.723412632340999,11.060384472475045,1.0986122886681098,7.103938648713564,0.0,0.0,0.0,859
858,192,433600.0,1558496.2,35.778,,,0.0,,7.723412632340999,11.060384472475045,1.0986122886681098,7.103938648713564,0.0,0.0,0.0,858
857,193,433700.0,1396153.5,32.051,,,0.0,,7.723412632340999,11.060384472475045,1.0986122886681098,7.103938648713564,0.0,0.0,0.0,857
856,194,433800.0,1548559.5,35.55,,,0.0,,7.723412632340999,11.060384472475045,1.0986122886681098,7.103938648713564,0.0,0.0,0.0,856
854,195,433900.0,822339.0,18.878,,,0.0,,7.723412632340999,11.060384472475045,1.0986122886681098,7.103938648713564,0.0,0.0,0.0,854
855,196,434000.0,1145500.4,26.297,,,0.0,,7.723412632340999,11.060384472475045,1.0986122886681098,7.103938648713564,0.0,0.0,0.0,855
843,199,435200.0,2255428.8,51.778,,,0.0,,7.723412632340999,11.060384472475045,1.0986122886681098,7.103938648713564,0.0,0.0,0.0,843
830,218,436900.0,1178044.0,27.044,,,0.0,,7.723412632340999,11.060384472475045,1.0986122886681098,7.103938648713564,0.0,0.0,0.0,830
841,200,435300.0,1284877.4,29.497,,,0.0,,7.723412632340999,11.060384472475045,1.0986122886681098,7.103938648713564,0.0,0.0,0.0,841
839,201,435400.0,1334968.2,30.647,,,0.0,,7.723412632340999,11.060384472475045,1.0986122886681098,7.103938648713564,0.0,0.0,0.0,839
838,202,435500.0,1018744.8,23.387,,,0.0,,7.723412632340999,11.060384472475045,1.0986122886681098,7.103938648713564,0.0,0.0,0.0,838
837,203,435600.0,2033102.1,46.674,,,0.0,,7.723412632340999,11.060384472475045,1.0986122886681098,7.103938648713564,0.0,0.0,0.0,837
836,204,435700.0,1306316.2,29.989,,,0.0,,7.723412632340999,11.060384472475045,1.0986122886681098,7.103938648713564,0.0,0.0,0.0,836
834,206,435900.0,2419463.8,55.543,,,0.0,,7.723412632340999,11.060384472475045,1.0986122886681098,7.103938648713564,0.0,0.0,0.0,834
833,207,436000.0,1284035.1,29.477,,,0.0,,7.723412632340999,11.060384472475045,1.0986122886681098,7.103938648713564,0.0,0.0,0.0,833
832,208,436100.0,1270454.0,29.166,,,0.0,,7.723412632340999,11.060384472475045,1.0986122886681098,7.103938648713564,0.0,0.0,0.0,832
184,699,32900.0,1163906.1,26.72,7.995306620290822,6.519147287940395,9.320718279445792,6.270988431858299,8.006095680615005,11.225256725762893,1.0986122886681098,7.208600337960199,0.0,7.5740450053721995,8.93102321585603,184
831,209,436200.0,635889.1,14.598,,,0.0,,7.723412632340999,11.060384472475045,1.0986122886681098,7.103938648713564,0.0,0.0,0.0,831
823,211,436401.0,3108270.0,71.356,,,0.0,,7.723412632340999,11.060384472475045,1.0986122886681098,7.103938648713564,0.0,0.0,0.0,823
824,213,436500.0,1771639.4,40.671,,,0.0,,7.723412632340999,11.060384472475045,1.0986122886681098,7.103938648713564,0.0,0.0,0.0,824
825,214,436601.0,1080479.0,24.804,,,0.0,,7.723412632340999,11.060384472475045,1.0986122886681098,7.103938648713564,0.0,0.0,0.0,825
826,215,436602.0,898255.06,20.621,,,0.0,,7.723412632340999,11.060384472475045,1.0986122886681098,7.103938648713564,0.0,0.0,0.0,826
829,216,436700.0,794741.0,18.245,,,0.0,,7.723412632340999,11.060384472475045,1.0986122886681098,7.103938648713564,0.0,0.0,0.0,829
812,219,437000.0,1611910.1,37.004,,,0.0,,7.723412632340999,11.060384472475045,1.0986122886681098,7.103938648713564,0.0,0.0,0.0,812
811,221,437200.0,2588457.5,59.423,,,0.0,,7.723412632340999,11.060384472475045,1.0986122886681098,7.103938648713564,0.0,0.0,0.0,811
814,223,437400.0,851311.5,19.543,,,0.0,,7.723412632340999,11.060384472475045,1.0986122886681098,7.103938648713564,0.0,0.0,0.0,814
815,224,437500.0,632730.06,14.525,,,0.0,,7.723412632340999,11.060384472475045,1.0986122886681098,7.103938648713564,0.0,0.0,0.0,815
816,225,437600.0,816716.3,18.749,,,0.0,,7.723412632340999,11.060384472475045,1.0986122886681098,7.103938648713564,0.0,0.0,0.0,816
817,226,437700.0,871004.3,19.996,,,0.0,,7.723412632340999,11.060384472475045,1.0986122886681098,7.103938648713564,0.0,0.0,0.0,817
818,227,437800.0,1260337.2,28.933,,,0.0,,7.723412632340999,11.060384472475045,1.0986122886681098,7.103938648713564,0.0,0.0,0.0,818
819,228,437900.0,641585.9,14.729,,,0.0,,7.723412632340999,11.060384472475045,1.0986122886681098,7.103938648713564,0.0,0.0,0.0,819
804,229,438000.0,2473054.2,56.774,,,0.0,,7.723412632340999,11.060384472475045,1.0986122886681098,7.103938648713564,0.0,0.0,0.0,804
791,241,440306.0,574822.06,13.196,,,0.0,,7.723412632340999,11.060384472475045,1.0986122886681098,7.103938648713564,0.0,0.0,0.0,791
805,230,438100.0,1907173.6,43.783,,,0.0,,7.723412632340999,11.060384472475045,1.0986122886681098,7.103938648713564,0.0,0.0,0.0,805
807,231,438201.0,969218.0,22.25,,,0.0,,7.723412632340999,11.060384472475045,1.0986122886681098,7.103938648713564,0.0,0.0,0.0,807
806,232,438202.0,6867334.0,157.652,,,0.0,,7.723412632340999,11.060384472475045,1.0986122886681098,7.103938648713564,0.0,0.0,0.0,806
808,233,438300.0,843919.75,19.374,,,0.0,,7.723412632340999,11.060384472475045,1.0986122886681098,7.103938648713564,0.0,0.0,0.0,808
809,234,438400.0,1706974.8,39.187,,,0.0,,7.723412632340999,11.060384472475045,1.0986122886681098,7.103938648713564,0.0,0.0,0.0,809
763,262,441922.0,1010474.25,23.197,,,0.0,,7.723412632340999,11.060384472475045,1.0986122886681098,7.103938648713564,0.0,0.0,0.0,763
803,235,440100.0,27508364.0,631.505,,,0.0,,7.723412632340999,11.060384472475045,1.0986122886681098,7.103938648713564,0.0,0.0,0.0,803
802,236,440200.0,1136181.0,26.083,,,0.0,,7.723412632340999,11.060384472475045,1.0986122886681098,7.103938648713564,0.0,0.0,0.0,802
766,271,442700.0,1230703.0,28.253,,,0.0,,7.723412632340999,11.060384472475045,1.0986122886681098,7.103938648713564,0.0,0.0,0.0,766
22,1393,,354506.75,8.138,7.020190708311925,9.550235315874898,6.906754778648554,8.051659556841953,10.310912836518428,10.938201115354007,0.6931471805599453,7.166892531093711,0.0,5.733341276897746,1.3862943611198906,22
797,237,440301.0,4278697.0,98.225,,,0.0,,7.723412632340999,11.060384472475045,1.0986122886681098,7.103938648713564,0.0,0.0,0.0,797
796,238,440302.0,3591963.0,82.46,,,0.0,,7.723412632340999,11.060384472475045,1.0986122886681098,7.103938648713564,0.0,0.0,0.0,796
793,239,440304.0,969862.25,22.265,,,0.0,,7.723412632340999,11.060384472475045,1.0986122886681098,7.103938648713564,0.0,0.0,0.0,793
792,240,440305.0,789026.94,18.114,,,0.0,,7.723412632340999,11.060384472475045,1.0986122886681098,7.103938648713564,0.0,0.0,0.0,792
798,242,440307.0,1415350.8,32.492,,,0.0,,7.723412632340999,11.060384472475045,1.0986122886681098,7.103938648713564,0.0,0.0,0.0,798
800,243,440308.0,1813863.6,41.641,,,0.0,,7.723412632340999,11.060384472475045,1.0986122886681098,7.103938648713564,0.0,0.0,0.0,800
801,244,440309.0,3129598.8,71.846,,,0.0,,7.723412632340999,11.060384472475045,1.0986122886681098,7.103938648713564,0.0,0.0,0.0,801
795,245,440331.0,1783397.9,40.941,,,0.0,,7.723412632340999,11.060384472475045,1.0986122886681098,7.103938648713564,0.0,0.0,0.0,795
794,246,440332.0,2427270.8,55.722,,,0.0,,7.723412632340999,11.060384472475045,1.0986122886681098,7.103938648713564,0.0,0.0,0.0,794
781,247,441100.0,15023697.0,344.897,,,0.0,,7.723412632340999,11.060384472475045,1.0986122886681098,7.103938648713564,0.0,0.0,0.0,781
782,248,441200.0,3234267.0,74.249,,,0.0,,7.723412632340999,11.060384472475045,1.0986122886681098,7.103938648713564,0.0,0.0,0.0,782
783,249,441301.0,3029012.0,69.537,,,0.0,,7.723412632340999,11.060384472475045,1.0986122886681098,7.103938648713564,0.0,0.0,0.0,783
784,250,441302.0,2225268.2,51.085,,,0.0,,7.723412632340999,11.060384472475045,1.0986122886681098,7.103938648713564,0.0,0.0,0.0,784
787,251,441401.0,1877271.0,43.096,,,0.0,,7.723412632340999,11.060384472475045,1.0986122886681098,7.103938648713564,0.0,0.0,0.0,787
185,698,32800.0,1250017.5,28.696,7.965545573129992,7.532088143541722,9.21890360263667,6.728628613084702,8.006097487806318,11.167628403875849,1.0986122886681098,7.254884810077338,0.0,7.536363938404511,8.776630098427717,185
799,252,441402.0,1563189.4,35.886,,,0.0,,7.723412632340999,11.060384472475045,1.0986122886681098,7.103938648713564,0.0,0.0,0.0,799
790,253,441501.0,2565806.8,58.903,,,0.0,,7.723412632340999,11.060384472475045,1.0986122886681098,7.103938648713564,0.0,0.0,0.0,790
788,254,441521.0,1714251.6,39.354,,,0.0,,7.723412632340999,11.060384472475045,1.0986122886681098,7.103938648713564,0.0,0.0,0.0,788
789,255,441522.0,1206395.0,27.695,,,0.0,,7.723412632340999,11.060384472475045,1.0986122886681098,7.103938648713564,0.0,0.0,0.0,789
786,256,441601.0,1273939.9,29.246,,,0.0,,7.723412632340999,11.060384472475045,1.0986122886681098,7.103938648713564,0.0,0.0,0.0,786
37,567,10600.0,178687.95,4.102,7.768533300926033,7.942717540573791,7.872836175025724,6.84587987526405,6.296284147042538,10.227417172661774,0.6931471805599453,6.788126791526606,0.0,7.370230641807081,5.82600010738045,37
785,257,441602.0,1679089.4,38.547,,,0.0,,7.723412632340999,11.060384472475045,1.0986122886681098,7.103938648713564,0.0,0.0,0.0,785
774,258,441700.0,2249400.8,51.639,,,0.0,,7.723412632340999,11.060384472475045,1.0986122886681098,7.103938648713564,0.0,0.0,0.0,774
83,614,17000.0,479746.8,11.013,7.68937110752969,5.176149732573829,8.473868066677865,5.700443573390687,7.3600539366926165,11.298506245754995,1.0986122886681098,7.069874128458572,0.0,6.606650186198215,7.768956044538332,83
776,259,441800.0,2081209.2,47.778,,,0.0,,7.723412632340999,11.060384472475045,1.0986122886681098,7.103938648713564,0.0,0.0,0.0,776
778,260,441901.0,5307968.5,121.854,,,0.0,,7.723412632340999,11.060384472475045,1.0986122886681098,7.103938648713564,0.0,0.0,0.0,778
777,263,441923.0,1416029.1,32.508,,,0.0,,7.723412632340999,11.060384472475045,1.0986122886681098,7.103938648713564,0.0,0.0,0.0,777
765,272,442800.0,1245134.2,28.584,,,0.0,,7.723412632340999,11.060384472475045,1.0986122886681098,7.103938648713564,0.0,0.0,0.0,765
759,273,442900.0,2223499.5,51.045,,,0.0,,7.723412632340999,11.060384472475045,1.0986122886681098,7.103938648713564,0.0,0.0,0.0,759
780,264,442000.0,7807960.0,179.246,,,0.0,,7.723412632340999,11.060384472475045,1.0986122886681098,7.103938648713564,0.0,0.0,0.0,780
24,576,11500.0,159421.44,3.66,6.98100574072173,9.704365657063827,6.481577129276431,8.650149418664864,7.928564650260634,9.588845298501564,0.6931471805599453,7.08266848010495,1.3862943611198906,6.280395838960195,3.2188758248682006,24
779,265,442100.0,1840236.1,42.246,,,0.0,,7.723412632340999,11.060384472475045,1.0986122886681098,7.103938648713564,0.0,0.0,0.0,779
753,277,443102.0,2306418.8,52.948,,,0.0,,7.723412632340999,11.060384472475045,1.0986122886681098,7.103938648713564,0.0,0.0,0.0,753
756,266,442200.0,3967458.0,91.08,,,0.0,,7.723412632340999,11.060384472475045,1.0986122886681098,7.103938648713564,0.0,0.0,0.0,756
761,267,442300.0,2403893.0,55.186,,,0.0,,7.723412632340999,11.060384472475045,1.0986122886681098,7.103938648713564,0.0,0.0,0.0,761
760,268,442400.0,1616438.5,37.108,,,0.0,,7.723412632340999,11.060384472475045,1.0986122886681098,7.103938648713564,0.0,0.0,0.0,760
764,269,442500.0,1982074.8,45.502,,,0.0,,7.723412632340999,11.060384472475045,1.0986122886681098,7.103938648713564,0.0,0.0,0.0,764
775,270,442600.0,2525688.0,57.982,,,0.0,,7.723412632340999,11.060384472475045,1.0986122886681098,7.103938648713564,0.0,0.0,0.0,775
758,275,443002.0,1576621.6,36.194,,,0.0,,7.723412632340999,11.060384472475045,1.0986122886681098,7.103938648713564,0.0,0.0,0.0,758
755,276,443101.0,5261709.5,120.792,,,0.0,,7.723412632340999,11.060384472475045,1.0986122886681098,7.103938648713564,0.0,0.0,0.0,755
1129,364,325000.0,2918142.2,66.991,,,0.0,,7.723412632340999,11.060384472475045,1.0986122886681098,7.103938648713564,0.0,0.0,0.0,1129
741,296,450604.0,2137374.2,49.067,,,0.0,,7.723412632340999,11.060384472475045,1.0986122886681098,7.103938648713564,0.0,0.0,0.0,741
23,1394,,367363.4,8.434,6.315358001522335,9.224341891611996,4.852030263919617,8.1786387885907,9.108281682029412,11.031674824544641,0.6931471805599453,6.364948550024868,0.0,3.4339872044851463,4.6443908991413725,23
754,278,443103.0,15351235.0,352.416,,,0.0,,7.723412632340999,11.060384472475045,1.0986122886681098,7.103938648713564,0.0,0.0,0.0,754
731,289,450200.0,1626722.8,37.344,,,0.0,,7.723412632340999,11.060384472475045,1.0986122886681098,7.103938648713564,0.0,0.0,0.0,731
748,280,443301.0,1762022.1,40.45,,,0.0,,7.723412632340999,11.060384472475045,1.0986122886681098,7.103938648713564,0.0,0.0,0.0,748
749,281,443302.0,1769651.2,40.626,,,0.0,,7.723412632340999,11.060384472475045,1.0986122886681098,7.103938648713564,0.0,0.0,0.0,749
771,282,444100.0,2995735.5,68.773,,,0.0,,7.723412632340999,11.060384472475045,1.0986122886681098,7.103938648713564,0.0,0.0,0.0,771
770,283,444200.0,2087947.2,47.933,,,0.0,,7.723412632340999,11.060384472475045,1.0986122886681098,7.103938648713564,0.0,0.0,0.0,770
772,285,444400.0,979451.4,22.485,,,0.0,,7.723412632340999,11.060384472475045,1.0986122886681098,7.103938648713564,0.0,0.0,0.0,772
773,286,444500.0,1980676.9,45.47,,,0.0,,7.723412632340999,11.060384472475045,1.0986122886681098,7.103938648713564,0.0,0.0,0.0,773
767,287,444600.0,8416789.0,193.223,,,0.0,,7.723412632340999,11.060384472475045,1.0986122886681098,7.103938648713564,0.0,0.0,0.0,767
31,579,12000.0,128417.234,2.948,7.8868329989550565,7.824046010856292,7.946971357693591,7.062191632286556,6.129198595694531,10.043292972227004,0.6931471805599453,6.494212190996655,0.0,7.614312146452,4.04305126783455,31
732,290,450300.0,3189076.0,73.211,,,0.0,,7.723412632340999,11.060384472475045,1.0986122886681098,7.103938648713564,0.0,0.0,0.0,732
733,291,450400.0,3210332.8,73.699,,,0.0,,7.723412632340999,11.060384472475045,1.0986122886681098,7.103938648713564,0.0,0.0,0.0,733
1131,411,347000.0,26274588.0,603.182,,,0.0,,7.723412632340999,11.060384472475045,1.0986122886681098,7.103938648713564,0.0,0.0,0.0,1131
9,583,12400.0,453762.9,10.417,8.478660241699453,10.027120112981404,8.730690365678642,8.67846133901236,8.033955485756232,9.90353755128617,0.6931471805599453,6.38119468068161,0.0,8.410720946905721,4.219507705176107,9
734,292,450500.0,12394855.0,284.547,,,0.0,,7.723412632340999,11.060384472475045,1.0986122886681098,7.103938648713564,0.0,0.0,0.0,734
737,295,450603.0,3853662.2,88.468,,,0.0,,7.723412632340999,11.060384472475045,1.0986122886681098,7.103938648713564,0.0,0.0,0.0,737
727,318,451701.0,1196958.9,27.478,,,0.0,,7.723412632340999,11.060384472475045,1.0986122886681098,7.103938648713564,0.0,0.0,0.0,727
1190,333,307202.0,718956.9,16.505,,,0.0,,7.723412632340999,11.060384472475045,1.0986122886681098,7.103938648713564,0.0,0.0,0.0,1190
740,297,450605.0,1783500.2,40.944,,,0.0,,7.723412632340999,11.060384472475045,1.0986122886681098,7.103938648713564,0.0,0.0,0.0,740
29,578,11900.0,148778.98,3.415,8.235625719964311,7.421177528595393,8.336869637284956,7.356918242356021,5.843264444985938,10.622570475119794,0.6931471805599453,6.618145405505053,0.0,7.489412083508719,6.255750041753367,29
738,298,450606.0,2077836.6,47.701,,,0.0,,7.723412632340999,11.060384472475045,1.0986122886681098,7.103938648713564,0.0,0.0,0.0,738
739,299,450607.0,4875662.0,111.93,,,0.0,,7.723412632340999,11.060384472475045,1.0986122886681098,7.103938648713564,0.0,0.0,0.0,739
743,301,450703.0,9100444.0,208.917,,,0.0,,7.723412632340999,11.060384472475045,1.0986122886681098,7.103938648713564,0.0,0.0,0.0,743
742,303,450722.0,6837058.5,156.957,,,0.0,,7.723412632340999,11.060384472475045,1.0986122886681098,7.103938648713564,0.0,0.0,0.0,742
744,304,450741.0,2116756.5,48.594,,,0.0,,7.723412632340999,11.060384472475045,1.0986122886681098,7.103938648713564,0.0,0.0,0.0,744
1043,483,391000.0,1412238.5,32.421,,,0.0,,7.723412632340999,11.060384472475045,1.0986122886681098,7.103938648713564,0.0,0.0,0.0,1043
116,640,22801.0,578814.5,13.288,7.528869256642251,8.773694146384443,8.349484346990128,7.416979621381154,7.37086506764007,11.127939226043386,1.3862943611198906,7.079745842677183,1.9459101490553132,6.928537818164665,7.009408932708637,116
725,307,451102.0,4909533.0,112.707,,,0.0,,7.723412632340999,11.060384472475045,1.0986122886681098,7.103938648713564,0.0,0.0,0.0,725
30,581,12200.0,184937.34,4.246,8.443977129084978,7.773594467360194,8.61830469278465,6.870053411798126,6.099834272472594,10.175078352087965,0.6931471805599453,6.4792773965649,1.9459101490553132,8.09376775793108,5.332718793265369,30
719,308,451201.0,3686373.8,84.627,,,0.0,,7.723412632340999,11.060384472475045,1.0986122886681098,7.103938648713564,0.0,0.0,0.0,719
728,310,451300.0,12808991.0,294.054,,,0.0,,7.723412632340999,11.060384472475045,1.0986122886681098,7.103938648713564,0.0,0.0,0.0,728
721,311,451401.0,4565249.5,104.804,,,0.0,,7.723412632340999,11.060384472475045,1.0986122886681098,7.103938648713564,0.0,0.0,0.0,721
722,312,451402.0,2175742.2,49.948,,,0.0,,7.723412632340999,11.060384472475045,1.0986122886681098,7.103938648713564,0.0,0.0,0.0,722
1063,465,376000.0,1219439.8,27.994,,,0.0,,7.723412632340999,11.060384472475045,1.0986122886681098,7.103938648713564,0.0,0.0,0.0,1063
716,313,451501.0,5067007.0,116.322,,,0.0,,7.723412632340999,11.060384472475045,1.0986122886681098,7.103938648713564,0.0,0.0,0.0,716
718,314,451502.0,5438230.5,124.845,,,0.0,,7.723412632340999,11.060384472475045,1.0986122886681098,7.103938648713564,0.0,0.0,0.0,718
717,315,451503.0,2736686.5,62.826,,,0.0,,7.723412632340999,11.060384472475045,1.0986122886681098,7.103938648713564,0.0,0.0,0.0,717
108,1395,,459784.3,10.555,6.608000625296087,8.917176635955164,4.867534450455582,7.524021415206125,9.75093122540184,10.570059724910275,0.6931471805599453,7.103950085685864,0.6931471805599453,4.007333185232471,3.5263605246161616,108
723,316,451601.0,3969398.0,91.125,,,0.0,,7.723412632340999,11.060384472475045,1.0986122886681098,7.103938648713564,0.0,0.0,0.0,723
1192,334,307204.0,1493295.5,34.281,,,0.0,,7.723412632340999,11.060384472475045,1.0986122886681098,7.103938648713564,0.0,0.0,0.0,1192
1096,356,320002.0,8630165.0,198.121,,,0.0,,7.723412632340999,11.060384472475045,1.0986122886681098,7.103938648713564,0.0,0.0,0.0,1096
724,317,451602.0,2986789.2,68.567,,,0.0,,7.723412632340999,11.060384472475045,1.0986122886681098,7.103938648713564,0.0,0.0,0.0,724
395,1405,,1586559.1,36.422,,,0.0,,7.723412632340999,11.060384472475045,1.0986122886681098,7.103938648713564,0.0,0.0,0.0,395
726,319,451702.0,3803230.8,87.31,,,0.0,,7.723412632340999,11.060384472475045,1.0986122886681098,7.103938648713564,0.0,0.0,0.0,726
1182,322,302003.0,17502002.0,401.791,,,0.0,,7.723412632340999,11.060384472475045,1.0986122886681098,7.103938648713564,0.0,0.0,0.0,1182
109,1396,,657920.7,15.104,8.149890544402423,8.940629184845639,6.335054251498059,7.381501894506707,9.00666916929149,10.450481157684562,0.6931471805599453,7.103970049911778,0.0,5.673323267171493,3.6888794541139363,109
1198,343,313102.0,2044763.1,46.941,,,0.0,,7.723412632340999,11.060384472475045,1.0986122886681098,7.103938648713564,0.0,0.0,0.0,1198
