zone_id,gid,tract,area,acres,sum_residential_units,sum_job_spaces,population,jobs,ave_lot_sqft,ave_income,hhsize,ave_unit_sqft,sfdu,poor,renters,zone_id
1445,522,124100.0,5966035.5,136.961,,,0.0,,7.723412632340999,11.060384472475045,1.0986122886681098,7.103938648713564,0.0,0.0,0.0,1445
21,1392,,318878.7,7.32,7.977968093128549,8.953510763007166,7.88193748927207,7.620705086838262,7.618749604164833,9.980494888896912,0.6931471805599453,6.854090754396444,3.713572066704308,7.283448228756631,5.641907070938114,21
1446,523,124200.0,10435756.0,239.572,,,0.0,,7.723412632340999,11.060384472475045,1.0986122886681098,7.103938648713564,0.0,0.0,0.0,1446
180,706,35202.0,377143.72,8.658,7.4977617006225685,5.749392985908253,8.655388690167637,5.3612921657094255,7.822983930850213,11.014950253183057,1.0986122886681098,7.039660349862076,0.0,7.247080584585756,7.968665700466235,180
1341,1317,151309.0,35961196.0,825.556,,,0.0,,7.723412632340999,11.060384472475045,1.0986122886681098,7.103938648713564,0.0,0.0,0.0,1341
1367,1339,152701.0,23673216.0,543.462,,,0.0,,7.723412632340999,11.060384472475045,1.0986122886681098,7.103938648713564,0.0,0.0,0.0,1367
736,294,450602.0,6195004.0,142.218,,,0.0,,7.723412632340999,11.060384472475045,1.0986122886681098,7.103938648713564,0.0,0.0,0.0,736
715,306,451101.0,558066700.0,12811.449,,,0.0,,7.723412632340999,11.060384472475045,1.0986122886681098,7.103938648713564,0.0,0.0,0.0,715
99,627,21000.0,294887.7,6.77,7.717351272185329,6.953684210870537,8.362175469149628,5.768320995793772,6.995786797013509,10.893883399417065,1.0986122886681098,7.010311867307229,1.0986122886681098,6.961296045910167,6.879355804460439,99
307,835,609500.0,2047568.0,47.006,,,0.0,,7.723412632340999,11.060384472475045,1.0986122886681098,7.103938648713564,0.0,0.0,0.0,307
301,858,611100.0,3299908.8,75.755,,,0.0,,7.723412632340999,11.060384472475045,1.0986122886681098,7.103938648713564,0.0,0.0,0.0,301
171,687,30600.0,538420.44,12.36,6.846943139585379,6.26530121273771,7.811163385025279,6.131226489483141,8.125185542904598,11.291043617373028,1.0986122886681098,7.375569012154837,0.6931471805599453,5.8377304471659395,7.3833681469923835,171
212,756,602300.0,9903767.0,227.359,,,0.0,,7.723412632340999,11.060384472475045,1.0986122886681098,7.103938648713564,0.0,0.0,0.0,212
252,790,605600.0,8596607.0,197.351,,,0.0,,7.723412632340999,11.060384472475045,1.0986122886681098,7.103938648713564,0.0,0.0,0.0,252
225,765,603200.0,4458366.0,102.35,,,0.0,,7.723412632340999,11.060384472475045,1.0986122886681098,7.103938648713564,0.0,0.0,0.0,225
226,766,603300.0,8079994.5,185.491,,,0.0,,7.723412632340999,11.060384472475045,1.0986122886681098,7.103938648713564,0.0,0.0,0.0,226
1353,1325,151600.0,88035830.0,2021.025,,,0.0,,7.723412632340999,11.060384472475045,1.0986122886681098,7.103938648713564,0.0,0.0,0.0,1353
1358,1326,151700.0,5441653.5,124.923,,,0.0,,7.723412632340999,11.060384472475045,1.0986122886681098,7.103938648713564,0.0,0.0,0.0,1358
1389,1375,154302.0,138341500.0,3175.884,,,0.0,,7.723412632340999,11.060384472475045,1.0986122886681098,7.103938648713564,0.0,0.0,0.0,1389
1381,1354,153300.0,32846182.0,754.045,,,0.0,,7.723412632340999,11.060384472475045,1.0986122886681098,7.103938648713564,0.0,0.0,0.0,1381
72,597,15300.0,238085.67,5.466,7.109062135687172,7.545389749611823,7.531552381407289,6.352629396319567,7.265204426376777,11.154549074391738,1.0986122886681098,7.173958319756794,1.6094379124341003,5.849324779946859,6.507277712385012,72
77,603,15900.0,278671.62,6.397,7.642044402873258,7.284820912568604,7.964850887447313,6.352629396319567,6.911098239866283,10.475906740307126,0.6931471805599453,6.846285092562336,0.0,7.295735072749282,6.4425401664681985,77
1270,1252,252309.0,34852400.0,800.101,,,0.0,,7.723412632340999,11.060384472475045,1.0986122886681098,7.103938648713564,0.0,0.0,0.0,1270
1286,1271,252903.0,228538240.0,5246.516,,,0.0,,7.723412632340999,11.060384472475045,1.0986122886681098,7.103938648713564,0.0,0.0,0.0,1286
661,1189,512033.0,4022312.0,92.34,,,0.0,,7.723412632340999,11.060384472475045,1.0986122886681098,7.103938648713564,0.0,0.0,0.0,661
658,1191,512035.0,2185036.2,50.162,,,0.0,,7.723412632340999,11.060384472475045,1.0986122886681098,7.103938648713564,0.0,0.0,0.0,658
697,1192,512100.0,79133896.0,1816.664,,,0.0,,7.723412632340999,11.060384472475045,1.0986122886681098,7.103938648713564,0.0,0.0,0.0,697
712,1200,512401.0,41182136.0,945.412,,,0.0,,7.723412632340999,11.060384472475045,1.0986122886681098,7.103938648713564,0.0,0.0,0.0,712
713,1201,512402.0,51068344.0,1172.368,,,0.0,,7.723412632340999,11.060384472475045,1.0986122886681098,7.103938648713564,0.0,0.0,0.0,713
1165,409,346201.0,16334099.0,374.979,,,0.0,,7.723412632340999,11.060384472475045,1.0986122886681098,7.103938648713564,0.0,0.0,0.0,1165
556,892,500902.0,245545.53,5.637,,,0.0,,7.723412632340999,11.060384472475045,1.0986122886681098,7.103938648713564,0.0,0.0,0.0,556
704,1193,512200.0,264293420.0,6067.342,,,0.0,,7.723412632340999,11.060384472475045,1.0986122886681098,7.103938648713564,0.0,0.0,0.0,704
700,1194,512304.0,10930748.0,250.935,,,0.0,,7.723412632340999,11.060384472475045,1.0986122886681098,7.103938648713564,0.0,0.0,0.0,700
2,1377,,125828.75,2.889,5.579729825986222,10.143684858416165,4.30406509320417,9.40878131065002,8.74672257056457,9.648659816955295,0.6931471805599453,6.389531317078635,0.0,4.204692619390966,0.0,2
1330,1306,150902.0,2440101.2,56.017,,,0.0,,7.723412632340999,11.060384472475045,1.0986122886681098,7.103938648713564,0.0,0.0,0.0,1330
1329,1307,151000.0,15634215.0,358.912,,,0.0,,7.723412632340999,11.060384472475045,1.0986122886681098,7.103938648713564,0.0,0.0,0.0,1329
176,681,30201.0,369848.84,8.491,7.545389749611823,7.057036981697891,8.467372496432281,5.673323267171493,7.374664842252135,11.00228315773407,1.0986122886681098,7.200797957676014,0.0,7.023758954738443,7.560080465021827,176
1311,556,201400.0,372813400.0,8558.618,,,0.0,,7.723412632340999,11.060384472475045,1.0986122886681098,7.103938648713564,0.0,0.0,0.0,1311
1315,557,201500.0,134163640.0,3079.973,,,0.0,,7.723412632340999,11.060384472475045,1.0986122886681098,7.103938648713564,0.0,0.0,0.0,1315
78,605,16100.0,369052.12,8.472,8.0106915391303,6.51025834052315,8.23217423638394,6.104793232414985,6.785595332994244,10.085850775128717,0.6931471805599453,6.817283375818062,0.6931471805599453,7.790282380703483,6.261491684321042,78
1366,1335,152400.0,21112616.0,484.679,,,0.0,,7.723412632340999,11.060384472475045,1.0986122886681098,7.103938648713564,0.0,0.0,0.0,1366
65,710,40200.0,552043.6,12.673,7.876258882303226,7.234177179749849,8.52158353971753,6.606650186198215,7.313293419620301,11.002116507732017,1.0986122886681098,7.273786317844895,2.5649493574615367,7.087573705557973,7.394493107219038,65
1354,1338,152600.0,123115384.0,2826.34,,,0.0,,7.723412632340999,11.060384472475045,1.0986122886681098,7.103938648713564,0.0,0.0,0.0,1354
1397,1368,153901.0,65855108.0,1511.825,,,0.0,,7.723412632340999,11.060384472475045,1.0986122886681098,7.103938648713564,0.0,0.0,0.0,1397
115,641,22802.0,300828.84,6.906,6.499787040655854,8.302017809751204,7.274479558773871,7.653494909661253,7.600820869421707,10.778977123006351,1.0986122886681098,7.1316985104669115,1.791759469228055,6.300785794663244,5.8522024797744745,115
347,1400,,134913390.0,3097.185,,,0.0,,7.723412632340999,11.060384472475045,1.0986122886681098,7.103938648713564,0.0,0.0,0.0,347
968,30,403000.0,335778.9,7.708,,,0.0,,7.723412632340999,11.060384472475045,1.0986122886681098,7.103938648713564,0.0,0.0,0.0,968
932,59,405800.0,516924.25,11.867,,,0.0,,7.723412632340999,11.060384472475045,1.0986122886681098,7.103938648713564,0.0,0.0,0.0,932
1142,395,343003.0,5902636.0,135.506,,,0.0,,7.723412632340999,11.060384472475045,1.0986122886681098,7.103938648713564,0.0,0.0,0.0,1142
1400,1371,154000.0,225099940.0,5167.584,,,0.0,,7.723412632340999,11.060384472475045,1.0986122886681098,7.103938648713564,0.0,0.0,0.0,1400
1077,445,361000.0,15780983.0,362.282,,,0.0,,7.723412632340999,11.060384472475045,1.0986122886681098,7.103938648713564,0.0,0.0,0.0,1077
885,83,408100.0,8657645.0,198.752,,,0.0,,7.723412632340999,11.060384472475045,1.0986122886681098,7.103938648713564,0.0,0.0,0.0,885
821,198,435102.0,4326728.0,99.328,,,0.0,,7.723412632340999,11.060384472475045,1.0986122886681098,7.103938648713564,0.0,0.0,0.0,821
844,165,430100.0,106731420.0,2450.216,,,0.0,,7.723412632340999,11.060384472475045,1.0986122886681098,7.103938648713564,0.0,0.0,0.0,844
1125,359,321103.0,5225377.0,119.958,,,0.0,,7.723412632340999,11.060384472475045,1.0986122886681098,7.103938648713564,0.0,0.0,0.0,1125
1176,426,355104.0,299986940.0,6886.752,,,0.0,,7.723412632340999,11.060384472475045,1.0986122886681098,7.103938648713564,0.0,0.0,0.0,1176
1069,450,365001.0,12627087.0,289.878,,,0.0,,7.723412632340999,11.060384472475045,1.0986122886681098,7.103938648713564,0.0,0.0,0.0,1069
416,1422,,3368754.0,77.336,,,0.0,,7.723412632340999,11.060384472475045,1.0986122886681098,7.103938648713564,0.0,0.0,0.0,416
1454,533,132100.0,42530976.0,976.377,,,0.0,,7.723412632340999,11.060384472475045,1.0986122886681098,7.103938648713564,0.0,0.0,0.0,1454
933,60,405900.0,926999.1,21.281,,,0.0,,7.723412632340999,11.060384472475045,1.0986122886681098,7.103938648713564,0.0,0.0,0.0,933
648,963,503326.0,4301491.5,98.749,,,0.0,,7.723412632340999,11.060384472475045,1.0986122886681098,7.103938648713564,0.0,0.0,0.0,648
642,952,503312.0,15095415.0,346.543,,,0.0,,7.723412632340999,11.060384472475045,1.0986122886681098,7.103938648713564,0.0,0.0,0.0,642
563,929,503103.0,6472674.0,148.592,,,0.0,,7.723412632340999,11.060384472475045,1.0986122886681098,7.103938648713564,0.0,0.0,0.0,563
652,964,503327.0,1487752.8,34.154,,,0.0,,7.723412632340999,11.060384472475045,1.0986122886681098,7.103938648713564,0.0,0.0,0.0,652
417,1423,,958075.0,21.994,,,0.0,,7.723412632340999,11.060384472475045,1.0986122886681098,7.103938648713564,0.0,0.0,0.0,417
118,643,22901.0,252715.6,5.802,7.318539548567902,6.842683282238422,8.29254851397576,5.3981627015177525,7.178141518980879,10.87806606028079,1.3862943611198906,7.0896600822797495,1.3862943611198906,7.113142108707088,6.51025834052315,118
5,1380,,213322.69,4.897,6.755768921984255,9.884457626629322,6.525029657843462,8.556990661290303,8.316061351360654,9.96415923206886,0.6931471805599453,6.266726052684298,0.0,6.049733455231958,2.6390573296152584,5
822,212,436402.0,4361975.5,100.137,,,0.0,,7.723412632340999,11.060384472475045,1.0986122886681098,7.103938648713564,0.0,0.0,0.0,822
1249,1248,252305.0,47873650.0,1099.028,,,0.0,,7.723412632340999,11.060384472475045,1.0986122886681098,7.103938648713564,0.0,0.0,0.0,1249
1382,1349,153005.0,24733500.0,567.803,,,0.0,,7.723412632340999,11.060384472475045,1.0986122886681098,7.103938648713564,0.0,0.0,0.0,1382
1375,1350,153006.0,3384436.0,77.696,,,0.0,,7.723412632340999,11.060384472475045,1.0986122886681098,7.103938648713564,0.0,0.0,0.0,1375
1246,1211,250102.0,21090530.0,484.172,,,0.0,,7.723412632340999,11.060384472475045,1.0986122886681098,7.103938648713564,0.0,0.0,0.0,1246
47,594,13500.0,226342.89,5.196,7.569411792450712,8.041734711487537,7.858640655620791,7.323830566202317,7.193812371541033,11.211833885608513,0.6931471805599453,7.143485929729361,1.0986122886681098,6.298949246855942,6.322565239927284,47
969,31,403100.0,345637.06,7.935,,,0.0,,7.723412632340999,11.060384472475045,1.0986122886681098,7.103938648713564,0.0,0.0,0.0,969
605,995,504310.0,4601617.0,105.639,,,0.0,,7.723412632340999,11.060384472475045,1.0986122886681098,7.103938648713564,0.0,0.0,0.0,605
615,1013,504420.0,16967120.0,389.511,,,0.0,,7.723412632340999,11.060384472475045,1.0986122886681098,7.103938648713564,0.0,0.0,0.0,615
1287,1286,253300.0,444768600.0,10210.482,,,0.0,,7.723412632340999,11.060384472475045,1.0986122886681098,7.103938648713564,0.0,0.0,0.0,1287
762,261,441921.0,897430.2,20.602,,,0.0,,7.723412632340999,11.060384472475045,1.0986122886681098,7.103938648713564,0.0,0.0,0.0,762
1164,408,346102.0,20642590.0,473.889,,,0.0,,7.723412632340999,11.060384472475045,1.0986122886681098,7.103938648713564,0.0,0.0,0.0,1164
1313,559,201700.0,177433100.0,4073.303,,,0.0,,7.723412632340999,11.060384472475045,1.0986122886681098,7.103938648713564,0.0,0.0,0.0,1313
48,593,13400.0,355845.2,8.169,7.733245646529795,6.126869184114185,8.14902386805177,5.863631175598097,7.1341628059064535,11.289794413577894,0.6931471805599453,7.144933187161723,0.6931471805599453,6.261491684321042,6.906754778648554,48
160,668,26003.0,386296.94,8.868,7.084226422097916,4.962844630259907,8.16876982367527,4.663439094112067,7.823864407575423,11.21923873391915,1.3862943611198906,7.0909098220799835,0.0,6.3835066348840055,7.683403681053826,160
618,1011,504417.0,9146487.0,209.974,,,0.0,,7.723412632340999,11.060384472475045,1.0986122886681098,7.103938648713564,0.0,0.0,0.0,618
53,724,60300.0,4449653.0,102.15,3.5553480614894135,6.690842277418564,2.302585092994046,2.6390573296152584,11.102055520160658,11.002116507732017,1.3862943611198906,6.74830565204545,0.0,1.3862943611198906,2.1972245773362196,53
190,725,60400.0,6008646.0,137.94,6.267200548541362,7.247080584585756,6.2166061010848646,4.990432586778736,7.100757207308084,10.12667110305036,0.6931471805599453,7.552237287560802,1.6094379124341003,5.594711379601839,5.14166355650266,190
208,731,600100.0,15383620.0,353.159,,,0.0,,7.723412632340999,11.060384472475045,1.0986122886681098,7.103938648713564,0.0,0.0,0.0,208
206,733,600300.0,2320176.0,53.264,,,0.0,,7.723412632340999,11.060384472475045,1.0986122886681098,7.103938648713564,0.0,0.0,0.0,206
955,157,428000.0,541219.5,12.425,,,0.0,,7.723412632340999,11.060384472475045,1.0986122886681098,7.103938648713564,0.0,0.0,0.0,955
735,293,450601.0,50389920.0,1156.793,,,0.0,,7.723412632340999,11.060384472475045,1.0986122886681098,7.103938648713564,0.0,0.0,0.0,735
1143,394,343002.0,3438894.5,78.946,,,0.0,,7.723412632340999,11.060384472475045,1.0986122886681098,7.103938648713564,0.0,0.0,0.0,1143
1175,403,345109.0,11216373.0,257.492,,,0.0,,7.723412632340999,11.060384472475045,1.0986122886681098,7.103938648713564,0.0,0.0,0.0,1175
1156,421,353001.0,13625426.0,312.797,,,0.0,,7.723412632340999,11.060384472475045,1.0986122886681098,7.103938648713564,0.0,0.0,0.0,1156
1036,107,420200.0,450826.38,10.35,,,0.0,,7.723412632340999,11.060384472475045,1.0986122886681098,7.103938648713564,0.0,0.0,0.0,1036
1102,431,355303.0,64354524.0,1477.377,,,0.0,,7.723412632340999,11.060384472475045,1.0986122886681098,7.103938648713564,0.0,0.0,0.0,1102
1167,401,345107.0,11031637.0,253.252,,,0.0,,7.723412632340999,11.060384472475045,1.0986122886681098,7.103938648713564,0.0,0.0,0.0,1167
1161,405,345201.0,40051310.0,919.452,,,0.0,,7.723412632340999,11.060384472475045,1.0986122886681098,7.103938648713564,0.0,0.0,0.0,1161
1079,443,360100.0,10259303.0,235.521,,,0.0,,7.723412632340999,11.060384472475045,1.0986122886681098,7.103938648713564,0.0,0.0,0.0,1079
1035,106,420100.0,525501.6,12.064,,,0.0,,7.723412632340999,11.060384472475045,1.0986122886681098,7.103938648713564,0.0,0.0,0.0,1035
1062,467,378000.0,17448212.0,400.556,,,0.0,,7.723412632340999,11.060384472475045,1.0986122886681098,7.103938648713564,0.0,0.0,0.0,1062
1404,485,101100.0,34191932.0,784.939,,,0.0,,7.723412632340999,11.060384472475045,1.0986122886681098,7.103938648713564,0.0,0.0,0.0,1404
1448,531,130200.0,4116801.8,94.509,,,0.0,,7.723412632340999,11.060384472475045,1.0986122886681098,7.103938648713564,0.0,0.0,0.0,1448
1424,496,106001.0,11780390.0,270.441,,,0.0,,7.723412632340999,11.060384472475045,1.0986122886681098,7.103938648713564,0.0,0.0,0.0,1424
1427,502,110100.0,6949213.5,159.532,,,0.0,,7.723412632340999,11.060384472475045,1.0986122886681098,7.103938648713564,0.0,0.0,0.0,1427
1292,551,201001.0,41205636.0,945.951,,,0.0,,7.723412632340999,11.060384472475045,1.0986122886681098,7.103938648713564,0.0,0.0,0.0,1292
1428,506,112200.0,4475905.5,102.753,,,0.0,,7.723412632340999,11.060384472475045,1.0986122886681098,7.103938648713564,0.0,0.0,0.0,1428
1418,507,113000.0,25478026.0,584.895,,,0.0,,7.723412632340999,11.060384472475045,1.0986122886681098,7.103938648713564,0.0,0.0,0.0,1418
1417,514,118200.0,72451840.0,1663.265,,,0.0,,7.723412632340999,11.060384472475045,1.0986122886681098,7.103938648713564,0.0,0.0,0.0,1417
1436,515,119100.0,6612026.5,151.791,,,0.0,,7.723412632340999,11.060384472475045,1.0986122886681098,7.103938648713564,0.0,0.0,0.0,1436
1452,527,127000.0,4387835.5,100.731,,,0.0,,7.723412632340999,11.060384472475045,1.0986122886681098,7.103938648713564,0.0,0.0,0.0,1452
931,58,405700.0,542712.2,12.459,,,0.0,,7.723412632340999,11.060384472475045,1.0986122886681098,7.103938648713564,0.0,0.0,0.0,931
1205,338,309000.0,18810024.0,431.819,,,0.0,,7.723412632340999,11.060384472475045,1.0986122886681098,7.103938648713564,0.0,0.0,0.0,1205
1126,358,321102.0,5417219.5,124.362,,,0.0,,7.723412632340999,11.060384472475045,1.0986122886681098,7.103938648713564,0.0,0.0,0.0,1126
1132,412,348000.0,9958161.0,228.608,,,0.0,,7.723412632340999,11.060384472475045,1.0986122886681098,7.103938648713564,0.0,0.0,0.0,1132
1141,388,338302.0,6574711.0,150.935,,,0.0,,7.723412632340999,11.060384472475045,1.0986122886681098,7.103938648713564,0.0,0.0,0.0,1141
1154,424,354002.0,14739704.0,338.377,,,0.0,,7.723412632340999,11.060384472475045,1.0986122886681098,7.103938648713564,0.0,0.0,0.0,1154
1163,407,346101.0,8121337.0,186.44,,,0.0,,7.723412632340999,11.060384472475045,1.0986122886681098,7.103938648713564,0.0,0.0,0.0,1163
835,205,435800.0,1331039.9,30.556,,,0.0,,7.723412632340999,11.060384472475045,1.0986122886681098,7.103938648713564,0.0,0.0,0.0,835
813,222,437300.0,1049834.6,24.101,,,0.0,,7.723412632340999,11.060384472475045,1.0986122886681098,7.103938648713564,0.0,0.0,0.0,813
28,573,11200.0,178771.1,4.104,7.65728279297819,6.7912214627261855,8.050065422915965,5.58724865840025,6.310930409503369,11.082157933374816,1.0986122886681098,6.93828448401696,0.0,6.810142450115136,6.495265555937008,28
747,279,443200.0,13355953.0,306.61,,,0.0,,7.723412632340999,11.060384472475045,1.0986122886681098,7.103938648713564,0.0,0.0,0.0,747
768,284,444300.0,25174422.0,577.925,,,0.0,,7.723412632340999,11.060384472475045,1.0986122886681098,7.103938648713564,0.0,0.0,0.0,768
746,300,450701.0,269063520.0,6176.849,,,0.0,,7.723412632340999,11.060384472475045,1.0986122886681098,7.103938648713564,0.0,0.0,0.0,746
1181,320,301000.0,119500840.0,2743.362,,,0.0,,7.723412632340999,11.060384472475045,1.0986122886681098,7.103938648713564,0.0,0.0,0.0,1181
1180,321,302002.0,23703562.0,544.159,,,0.0,,7.723412632340999,11.060384472475045,1.0986122886681098,7.103938648713564,0.0,0.0,0.0,1180
1178,325,303200.0,38536384.0,884.674,,,0.0,,7.723412632340999,11.060384472475045,1.0986122886681098,7.103938648713564,0.0,0.0,0.0,1178
1183,329,306002.0,9471128.0,217.427,,,0.0,,7.723412632340999,11.060384472475045,1.0986122886681098,7.103938648713564,0.0,0.0,0.0,1183
946,33,403300.0,908365.6,20.853,,,0.0,,7.723412632340999,11.060384472475045,1.0986122886681098,7.103938648713564,0.0,0.0,0.0,946
828,210,436300.0,1783973.9,40.954,,,0.0,,7.723412632340999,11.060384472475045,1.0986122886681098,7.103938648713564,0.0,0.0,0.0,828
288,829,608900.0,6257348.5,143.649,,,0.0,,7.723412632340999,11.060384472475045,1.0986122886681098,7.103938648713564,0.0,0.0,0.0,288
300,878,613300.0,9545877.0,219.143,,,0.0,,7.723412632340999,11.060384472475045,1.0986122886681098,7.103938648713564,0.0,0.0,0.0,300
299,879,613400.0,44985384.0,1032.722,,,0.0,,7.723412632340999,11.060384472475045,1.0986122886681098,7.103938648713564,0.0,0.0,0.0,299
757,274,443001.0,766396.44,17.594,,,0.0,,7.723412632340999,11.060384472475045,1.0986122886681098,7.103938648713564,0.0,0.0,0.0,757
345,875,612900.0,1620041.8,37.191,,,0.0,,7.723412632340999,11.060384472475045,1.0986122886681098,7.103938648713564,0.0,0.0,0.0,345
1038,109,420400.0,1009052.6,23.165,,,0.0,,7.723412632340999,11.060384472475045,1.0986122886681098,7.103938648713564,0.0,0.0,0.0,1038
